molecule_id,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c42h24_0pent_6634,-4.618,-2.755,1.863,0.277,-43887.532,-43881.871,-43889.275,-1.743,5.661
hc_c42h24_0pent_973,-5.318,-1.946,3.372,0.049,-43887.786,-43881.382,-43888.705,-0.919,6.404
hc_c42h24_0pent_3046,-5.240,-2.058,3.183,0.169,-43887.601,-43881.356,-43888.678,-1.077,6.245
hc_c42h24_0pent_6657,-4.620,-2.729,1.892,0.157,-43887.337,-43881.697,-43889.063,-1.726,5.640
hc_c42h24_0pent_3804,-5.197,-2.084,3.113,0.187,-43888.300,-43882.093,-43889.406,-1.106,6.207
hc_c42h24_0pent_5175,-5.149,-2.200,2.949,0.151,-43888.007,-43881.818,-43889.215,-1.208,6.189
hc_c42h24_0pent_4750,-5.020,-2.248,2.772,0.038,-43887.866,-43881.835,-43889.112,-1.246,6.031
hc_c42h24_0pent_1937,-5.520,-1.860,3.660,0.086,-43888.649,-43882.138,-43889.522,-0.873,6.511
hc_c42h24_0pent_1046,-5.211,-2.015,3.196,0.427,-43887.906,-43881.640,-43888.923,-1.018,6.266
hc_c42h24_0pent_1990,-5.218,-2.075,3.144,0.153,-43888.252,-43882.011,-43889.342,-1.090,6.241
hc_c42h24_0pent_2172,-5.401,-1.845,3.556,0.118,-43888.334,-43881.950,-43889.245,-0.911,6.384
hc_c38h22_0pent_1076,-5.235,-2.080,3.154,0.168,-39712.182,-39705.915,-39713.259,-1.078,6.267
hc_c42h24_0pent_3003,-5.373,-1.942,3.431,0.053,-43888.595,-43882.253,-43889.600,-1.005,6.343
hc_c42h24_0pent_3703,-5.197,-2.100,3.097,0.181,-43887.902,-43881.714,-43889.044,-1.143,6.188
hc_c42h24_0pent_3904,-5.369,-1.876,3.494,0.147,-43887.443,-43881.046,-43888.353,-0.910,6.398
hc_c38h22_0pent_1413,-5.145,-2.197,2.948,0.060,-39712.913,-39706.726,-39714.093,-1.179,6.187
hc_c38h22_0pent_603,-5.333,-1.857,3.477,0.330,-39712.775,-39706.380,-39713.621,-0.846,6.395
hc_c42h24_0pent_2442,-5.375,-1.945,3.431,0.114,-43888.290,-43881.935,-43889.280,-0.990,6.355
hc_c38h22_0pent_1410,-5.121,-2.198,2.923,0.080,-39712.896,-39706.706,-39714.055,-1.159,6.189
hc_c42h24_0pent_2626,-5.213,-2.016,3.197,0.187,-43887.674,-43881.444,-43888.706,-1.032,6.230
hc_c42h24_0pent_4688,-4.930,-2.427,2.503,0.182,-43888.032,-43882.097,-43889.483,-1.451,5.935
hc_c42h24_0pent_5680,-5.135,-2.202,2.933,0.069,-43887.640,-43881.466,-43888.821,-1.180,6.175
hc_c42h24_0pent_5107,-5.166,-2.188,2.978,0.055,-43888.294,-43882.156,-43889.526,-1.233,6.138
hc_c42h24_0pent_1397,-5.273,-2.009,3.264,0.143,-43887.447,-43881.138,-43888.460,-1.013,6.310
hc_c42h24_0pent_4051,-5.321,-1.938,3.383,0.352,-43887.810,-43881.459,-43888.783,-0.973,6.351
hc_c42h24_0pent_3397,-5.345,-1.896,3.449,0.098,-43888.094,-43881.733,-43889.008,-0.914,6.361
hc_c42h24_0pent_6513,-4.746,-2.640,2.106,0.159,-43887.893,-43882.158,-43889.572,-1.679,5.735
hc_c42h24_0pent_3235,-5.427,-1.833,3.593,0.109,-43888.391,-43881.947,-43889.241,-0.850,6.444
hc_c42h24_0pent_6075,-4.980,-2.344,2.636,0.151,-43887.668,-43881.647,-43889.004,-1.336,6.021
hc_c42h24_0pent_5530,-5.131,-2.198,2.933,0.160,-43887.857,-43881.699,-43889.055,-1.198,6.158
hc_c42h24_0pent_4689,-4.934,-2.427,2.507,0.068,-43888.031,-43882.101,-43889.487,-1.456,5.930
hc_c38h22_0pent_835,-5.430,-1.849,3.581,0.097,-39712.862,-39706.395,-39713.715,-0.854,6.467
hc_c38h22_0pent_216,-5.390,-1.850,3.539,0.216,-39712.331,-39705.906,-39713.186,-0.855,6.425
hc_c42h24_0pent_6273,-4.865,-2.497,2.368,0.219,-43887.773,-43881.844,-43889.211,-1.438,5.929
hc_c42h24_0pent_3212,-5.262,-2.015,3.248,0.141,-43887.728,-43881.433,-43888.734,-1.006,6.295
hc_c34h20_0pent_286,-5.342,-1.907,3.435,0.070,-35537.398,-35530.957,-35538.235,-0.837,6.441
hc_c42h24_0pent_1670,-5.297,-1.983,3.315,0.117,-43887.605,-43881.279,-43888.578,-0.973,6.326
hc_c42h24_0pent_909,-5.258,-1.901,3.356,0.079,-43887.451,-43881.170,-43888.365,-0.914,6.281
hc_c34h20_0pent_425,-4.909,-2.475,2.434,0.049,-35537.571,-35531.536,-35538.951,-1.380,6.034
hc_c34h20_0pent_364,-5.154,-2.176,2.978,0.109,-35537.620,-35531.371,-35538.730,-1.110,6.248
hc_c42h24_0pent_4313,-5.376,-1.881,3.496,0.182,-43887.688,-43881.294,-43888.590,-0.902,6.394
hc_c38h22_0pent_282,-5.317,-1.951,3.366,0.109,-39712.370,-39705.893,-39713.238,-0.868,6.477
hc_c42h24_0pent_2085,-5.314,-1.981,3.333,0.150,-43888.343,-43882.054,-43889.375,-1.032,6.289
hc_c42h24_0pent_2839,-5.217,-1.946,3.271,0.066,-43887.462,-43881.127,-43888.359,-0.897,6.335
hc_c42h24_0pent_6461,-4.805,-2.516,2.289,0.317,-43887.552,-43881.668,-43889.021,-1.470,5.884
hc_c42h24_0pent_2759,-5.207,-2.012,3.195,0.249,-43887.645,-43881.406,-43888.663,-1.018,6.239
hc_c38h22_0pent_832,-5.348,-1.938,3.410,0.167,-39712.857,-39706.451,-39713.776,-0.919,6.406
hc_c38h22_0pent_242,-5.270,-1.957,3.313,0.221,-39712.023,-39705.729,-39713.014,-0.991,6.293
hc_c42h24_0pent_2751,-5.228,-1.992,3.236,0.331,-43887.513,-43881.241,-43888.523,-1.010,6.272
hc_c42h24_0pent_2470,-5.359,-1.958,3.401,0.109,-43888.313,-43881.954,-43889.303,-0.990,6.359
hc_c42h24_0pent_3307,-5.254,-1.972,3.282,0.289,-43887.043,-43880.757,-43888.004,-0.961,6.286
hc_c42h24_0pent_4360,-5.266,-1.997,3.268,0.227,-43887.714,-43881.396,-43888.748,-1.033,6.319
hc_c42h24_0pent_1138,-5.165,-2.167,2.998,0.071,-43887.583,-43881.403,-43888.756,-1.173,6.180
hc_c42h24_0pent_1354,-5.343,-1.948,3.396,0.098,-43888.128,-43881.770,-43889.099,-0.970,6.359
hc_c42h24_0pent_193,-5.487,-1.773,3.714,0.029,-43888.057,-43881.596,-43888.887,-0.830,6.461
hc_c42h24_0pent_3399,-5.381,-1.864,3.518,0.108,-43888.047,-43881.645,-43888.922,-0.875,6.402
hc_c42h24_0pent_2180,-5.407,-1.829,3.577,0.023,-43888.641,-43882.264,-43889.524,-0.883,6.376
hc_c38h22_0pent_573,-5.355,-1.886,3.469,0.093,-39713.016,-39706.637,-39713.914,-0.898,6.379
hc_c38h22_0pent_933,-5.406,-1.874,3.531,0.215,-39712.788,-39706.345,-39713.663,-0.875,6.442
hc_c42h24_0pent_2008,-5.232,-2.065,3.167,0.279,-43887.846,-43881.606,-43888.876,-1.029,6.240
hc_c42h24_0pent_6399,-4.944,-2.460,2.484,0.071,-43888.241,-43882.277,-43889.707,-1.466,5.964
hc_c42h24_0pent_5282,-5.224,-2.136,3.088,0.102,-43888.264,-43882.029,-43889.408,-1.144,6.234
hc_c42h24_0pent_1219,-5.166,-2.098,3.068,0.429,-43887.912,-43881.682,-43888.999,-1.088,6.230
hc_c42h24_0pent_717,-5.478,-1.813,3.665,0.107,-43887.766,-43881.301,-43888.613,-0.847,6.464
hc_c42h24_0pent_3566,-5.138,-2.115,3.023,0.089,-43887.633,-43881.478,-43888.753,-1.121,6.155
hc_c42h24_0pent_5974,-5.097,-2.262,2.835,0.172,-43888.407,-43882.301,-43889.682,-1.276,6.105
hc_c42h24_0pent_2108,-5.466,-1.862,3.604,0.071,-43888.727,-43882.273,-43889.637,-0.910,6.453
hc_c42h24_0pent_4716,-5.024,-2.291,2.733,0.057,-43888.058,-43882.028,-43889.357,-1.299,6.030
hc_c42h24_0pent_3737,-5.215,-2.073,3.142,0.082,-43888.097,-43881.875,-43889.196,-1.098,6.222
hc_c38h22_0pent_705,-5.268,-1.975,3.293,0.073,-39712.753,-39706.438,-39713.716,-0.963,6.315
hc_c42h24_0pent_144,-5.487,-1.797,3.690,0.035,-43887.506,-43881.019,-43888.341,-0.835,6.486
hc_c42h24_0pent_592,-5.414,-1.825,3.589,0.100,-43887.744,-43881.342,-43888.610,-0.867,6.402
hc_c42h24_0pent_878,-5.244,-1.960,3.283,0.504,-43887.474,-43881.097,-43888.330,-0.856,6.376
hc_c42h24_0pent_1776,-5.472,-1.787,3.684,0.129,-43888.403,-43881.931,-43889.215,-0.812,6.472
hc_c42h24_0pent_5403,-5.145,-2.195,2.951,0.175,-43888.238,-43882.068,-43889.421,-1.183,6.170
hc_c42h24_0pent_4049,-5.303,-1.941,3.363,0.418,-43887.797,-43881.466,-43888.752,-0.955,6.332
hc_c38h22_0pent_738,-5.222,-1.937,3.285,0.401,-39712.405,-39706.137,-39713.350,-0.945,6.268
hc_c42h24_0pent_2553,-5.276,-2.058,3.218,0.186,-43888.417,-43882.132,-43889.467,-1.050,6.285
hc_c42h24_0pent_2960,-5.303,-1.890,3.413,0.203,-43887.768,-43881.386,-43888.662,-0.895,6.382
hc_c42h24_0pent_47,-5.417,-1.859,3.558,0.231,-43886.662,-43880.206,-43888.026,-1.364,6.457
hc_c42h24_0pent_6040,-5.151,-2.200,2.950,0.099,-43888.233,-43882.039,-43889.420,-1.187,6.194
hc_c42h24_0pent_4255,-5.412,-1.893,3.520,0.100,-43888.278,-43881.886,-43889.200,-0.922,6.392
hc_c38h22_0pent_1612,-4.945,-2.441,2.504,0.256,-39713.072,-39707.068,-39714.478,-1.406,6.004
hc_c42h24_0pent_1978,-5.347,-2.030,3.317,0.162,-43888.341,-43881.975,-43889.370,-1.029,6.366
hc_c42h24_0pent_2594,-5.353,-1.934,3.419,0.070,-43888.690,-43882.330,-43889.635,-0.945,6.360
hc_c38h22_0pent_801,-5.215,-2.055,3.159,0.147,-39712.230,-39705.983,-39713.277,-1.047,6.247
hc_c38h22_0pent_1419,-5.059,-2.264,2.795,0.100,-39712.641,-39706.520,-39713.878,-1.237,6.121
hc_c34h20_0pent_296,-5.409,-1.798,3.611,0.237,-35537.593,-35531.063,-35538.318,-0.725,6.529
hc_c38h22_0pent_342,-5.217,-2.102,3.115,0.161,-39713.073,-39706.783,-39714.122,-1.048,6.291
hc_c42h24_0pent_5809,-5.029,-2.299,2.729,0.101,-43887.703,-43881.678,-43889.020,-1.317,6.024
hc_c42h24_0pent_6485,-4.807,-2.585,2.222,0.034,-43888.097,-43882.300,-43889.712,-1.614,5.797
hc_c26h16_0pent_7,-5.564,-1.649,3.916,0.086,-27187.296,-27180.512,-27187.776,-0.480,6.784
hc_c42h24_0pent_268,-5.497,-1.763,3.734,0.186,-43887.503,-43881.007,-43888.302,-0.800,6.496
hc_c42h24_0pent_3261,-5.272,-2.027,3.245,0.029,-43888.565,-43882.331,-43889.660,-1.095,6.234
hc_c42h24_0pent_4602,-4.960,-2.288,2.672,0.252,-43887.653,-43881.278,-43888.701,-1.048,6.374
hc_c42h24_0pent_3231,-5.489,-1.796,3.692,0.081,-43888.704,-43882.215,-43889.516,-0.813,6.489
hc_c38h22_0pent_270,-5.295,-1.952,3.344,0.099,-39712.863,-39706.491,-39713.769,-0.906,6.372
hc_c34h20_0pent_105,-5.263,-2.068,3.195,0.062,-35537.735,-35531.340,-35538.699,-0.963,6.396
hc_c42h24_0pent_2559,-5.343,-1.877,3.466,0.298,-43887.754,-43881.357,-43888.627,-0.873,6.396
hc_c42h24_0pent_764,-5.225,-2.038,3.187,0.161,-43887.440,-43881.200,-43888.490,-1.049,6.240
hc_c34h20_0pent_136,-5.278,-1.922,3.356,0.235,-35537.081,-35530.687,-35537.926,-0.845,6.394
hc_c38h22_0pent_1519,-5.051,-2.285,2.766,0.083,-39712.815,-39706.665,-39714.030,-1.215,6.150
hc_c38h22_0pent_1239,-4.991,-2.252,2.740,0.014,-39712.493,-39706.466,-39713.721,-1.228,6.027
hc_c42h24_0pent_3554,-5.122,-2.102,3.020,0.109,-43887.534,-43881.415,-43888.669,-1.135,6.119
hc_c42h24_0pent_6430,-4.841,-2.532,2.309,0.217,-43887.958,-43882.102,-43889.501,-1.544,5.855
hc_c42h24_0pent_5312,-5.111,-2.219,2.892,0.108,-43888.113,-43881.952,-43889.304,-1.191,6.161
hc_c42h24_0pent_5653,-4.991,-2.329,2.662,0.324,-43887.041,-43880.996,-43888.366,-1.326,6.045
hc_c42h24_0pent_41,-5.391,-1.901,3.490,0.193,-43886.595,-43880.199,-43887.530,-0.935,6.396
hc_c42h24_0pent_5288,-5.272,-2.112,3.160,0.101,-43888.566,-43882.250,-43889.654,-1.088,6.316
hc_c42h24_0pent_6337,-4.923,-2.468,2.455,0.147,-43888.264,-43882.345,-43889.754,-1.490,5.919
hc_c42h24_0pent_5788,-5.068,-2.252,2.816,0.136,-43887.477,-43881.378,-43888.721,-1.244,6.099
hc_c42h24_0pent_6070,-4.919,-2.419,2.500,0.263,-43887.349,-43881.468,-43888.833,-1.484,5.881
hc_c42h24_0pent_2318,-5.349,-1.928,3.421,0.239,-43887.570,-43881.229,-43888.522,-0.953,6.341
hc_c42h24_0pent_2477,-5.304,-1.970,3.334,0.207,-43887.998,-43881.690,-43888.996,-0.999,6.308
hc_c42h24_0pent_1163,-5.190,-2.142,3.048,0.052,-43888.282,-43882.072,-43889.423,-1.141,6.211
hc_c42h24_0pent_4550,-5.149,-2.029,3.120,0.218,-43887.144,-43880.938,-43888.143,-0.999,6.206
hc_c38h22_0pent_1421,-5.122,-2.165,2.957,0.213,-39712.712,-39706.515,-39713.842,-1.129,6.198
hc_c42h24_0pent_5131,-5.167,-2.199,2.968,0.225,-43888.329,-43882.153,-43889.552,-1.223,6.176
hc_c42h24_0pent_4679,-4.921,-2.397,2.524,0.112,-43887.891,-43881.982,-43889.321,-1.430,5.909
hc_c42h24_0pent_6301,-4.999,-2.422,2.577,0.088,-43888.101,-43882.099,-43889.554,-1.453,6.002
hc_c42h24_0pent_4166,-5.391,-1.886,3.505,0.098,-43887.993,-43881.592,-43888.909,-0.916,6.401
hc_c42h24_0pent_2865,-5.220,-1.987,3.233,0.215,-43887.355,-43881.011,-43888.361,-1.006,6.344
hc_c42h24_0pent_5270,-5.181,-2.196,2.986,0.099,-43888.269,-43882.054,-43889.455,-1.186,6.215
hc_c42h24_0pent_4798,-4.994,-2.363,2.632,0.163,-43888.081,-43882.060,-43889.444,-1.364,6.021
hc_c42h24_0pent_2644,-5.363,-1.887,3.476,0.119,-43887.833,-43881.453,-43888.746,-0.913,6.380
hc_c42h24_0pent_1623,-5.343,-1.893,3.450,0.238,-43888.083,-43881.718,-43888.965,-0.881,6.366
hc_c42h24_0pent_2208,-5.353,-1.898,3.455,0.119,-43888.304,-43881.962,-43889.235,-0.932,6.342
hc_c42h24_0pent_537,-5.416,-1.858,3.558,0.229,-43887.237,-43880.829,-43888.139,-0.903,6.407
hc_c42h24_0pent_3989,-5.372,-1.930,3.441,0.101,-43887.844,-43881.506,-43888.840,-0.996,6.338
hc_c42h24_0pent_486,-5.403,-1.854,3.549,0.267,-43887.621,-43881.220,-43888.508,-0.887,6.401
hc_c42h24_0pent_2199,-5.396,-1.833,3.563,0.162,-43888.393,-43882.005,-43889.268,-0.875,6.388
hc_c42h24_0pent_2791,-5.304,-2.004,3.300,0.137,-43887.909,-43881.583,-43888.915,-1.006,6.326
hc_c38h22_0pent_598,-5.430,-1.865,3.566,0.134,-39712.788,-39706.311,-39713.643,-0.856,6.477
hc_c42h24_0pent_5565,-5.009,-2.185,2.824,0.236,-43887.660,-43881.560,-43888.815,-1.156,6.100
hc_c34h20_0pent_25,-5.508,-1.671,3.838,0.038,-35537.350,-35530.738,-35537.924,-0.574,6.612
hc_c42h24_0pent_4240,-5.258,-1.997,3.261,0.085,-43887.560,-43881.307,-43888.596,-1.035,6.253
hc_c42h24_0pent_1142,-5.252,-2.035,3.217,0.078,-43888.352,-43882.102,-43889.416,-1.064,6.250
hc_c30h18_0pent_53,-5.414,-1.831,3.583,0.155,-31362.492,-31355.944,-31363.225,-0.733,6.549
hc_c38h22_0pent_686,-5.437,-1.845,3.592,0.101,-39713.099,-39706.620,-39713.934,-0.835,6.479
hc_c42h24_0pent_972,-5.324,-1.947,3.377,0.085,-43888.071,-43881.682,-43888.969,-0.898,6.389
hc_c42h24_0pent_963,-5.341,-1.987,3.354,0.224,-43887.752,-43881.316,-43888.667,-0.915,6.436
hc_c38h22_0pent_1398,-5.146,-2.200,2.946,0.132,-39713.264,-39707.072,-39714.441,-1.177,6.191
hc_c42h24_0pent_3883,-5.332,-1.954,3.379,0.109,-43887.931,-43881.620,-43888.939,-1.009,6.310
hc_c42h24_0pent_2061,-5.342,-1.975,3.367,0.113,-43888.630,-43882.301,-43889.642,-1.012,6.328
hc_c42h24_0pent_1987,-5.311,-2.010,3.301,0.125,-43888.209,-43881.876,-43889.219,-1.010,6.334
hc_c38h22_0pent_1206,-4.961,-2.276,2.685,0.064,-39712.321,-39706.265,-39713.508,-1.186,6.056
hc_c38h22_0pent_162,-5.413,-1.840,3.573,0.201,-39712.178,-39705.739,-39713.039,-0.861,6.439
hc_c42h24_0pent_5855,-5.014,-2.302,2.711,0.162,-43887.746,-43881.733,-43889.075,-1.329,6.013
hc_c30h18_0pent_47,-5.449,-1.823,3.626,0.081,-31362.781,-31356.160,-31363.456,-0.675,6.621
hc_c42h24_0pent_3209,-5.373,-1.921,3.452,0.095,-43888.626,-43882.245,-43889.548,-0.922,6.381
hc_c42h24_0pent_4508,-5.260,-1.956,3.304,0.127,-43887.190,-43880.895,-43888.167,-0.977,6.295
hc_c42h24_0pent_4958,-5.033,-2.254,2.779,0.140,-43887.836,-43881.694,-43889.022,-1.187,6.142
hc_c42h24_0pent_4252,-5.362,-1.941,3.421,0.134,-43888.378,-43881.996,-43889.347,-0.969,6.382
hc_c42h24_0pent_3153,-5.328,-1.980,3.348,0.121,-43887.716,-43881.378,-43888.713,-0.997,6.339
hc_c42h24_0pent_2002,-5.224,-2.067,3.157,0.044,-43888.262,-43882.003,-43889.342,-1.080,6.259
hc_c38h22_0pent_490,-5.399,-1.851,3.547,0.065,-39713.127,-39706.689,-39713.980,-0.853,6.439
hc_c42h24_0pent_712,-5.505,-1.689,3.816,0.081,-43887.842,-43881.342,-43888.555,-0.712,6.500
hc_c42h24_0pent_6396,-4.871,-2.487,2.384,0.209,-43887.884,-43882.000,-43889.383,-1.500,5.883
hc_c38h22_0pent_1241,-4.947,-2.332,2.615,0.123,-39712.437,-39706.442,-39713.749,-1.312,5.995
hc_c38h22_0pent_873,-5.370,-1.904,3.466,0.124,-39712.369,-39705.948,-39713.261,-0.892,6.421
hc_c42h24_0pent_6067,-5.020,-2.281,2.739,0.105,-43887.559,-43881.546,-43888.879,-1.319,6.014
hc_c42h24_0pent_3617,-5.217,-2.065,3.152,0.059,-43887.868,-43881.661,-43888.962,-1.094,6.207
hc_c42h24_0pent_5640,-5.064,-2.296,2.768,0.179,-43887.795,-43881.761,-43889.161,-1.365,6.034
hc_c38h22_0pent_1320,-5.212,-2.120,3.092,0.077,-39713.005,-39706.735,-39714.088,-1.084,6.270
hc_c42h24_0pent_1704,-5.144,-2.116,3.028,0.251,-43887.322,-43881.169,-43888.447,-1.125,6.153
hc_c38h22_0pent_1434,-5.011,-2.320,2.691,0.056,-39712.097,-39706.005,-39713.365,-1.268,6.093
hc_c42h24_0pent_3465,-5.342,-1.891,3.451,0.130,-43887.502,-43881.169,-43888.435,-0.933,6.333
hc_c42h24_0pent_5820,-5.015,-2.333,2.682,0.095,-43888.075,-43882.056,-43889.436,-1.361,6.019
hc_c38h22_0pent_948,-5.138,-2.091,3.046,0.154,-39712.348,-39706.159,-39713.416,-1.068,6.189
hc_c42h24_0pent_1610,-5.268,-1.975,3.292,0.063,-43887.283,-43880.993,-43888.264,-0.980,6.290
hc_c42h24_0pent_2537,-5.191,-2.012,3.179,0.180,-43887.980,-43881.804,-43889.026,-1.047,6.176
hc_c42h24_0pent_6254,-4.799,-2.557,2.242,0.139,-43887.471,-43881.613,-43888.988,-1.517,5.858
hc_c38h22_0pent_733,-5.358,-1.902,3.455,0.260,-39712.413,-39705.990,-39713.292,-0.880,6.422
hc_c30h18_0pent_86,-5.372,-1.829,3.543,0.099,-31362.223,-31355.661,-31362.912,-0.689,6.561
hc_c42h24_0pent_686,-5.450,-1.822,3.628,0.091,-43887.158,-43880.693,-43888.007,-0.849,6.465
hc_c42h24_0pent_6446,-4.906,-2.487,2.418,0.076,-43888.183,-43882.244,-43889.671,-1.488,5.939
hc_c42h24_0pent_3540,-5.197,-2.050,3.146,0.062,-43887.992,-43881.776,-43889.051,-1.059,6.216
hc_c42h24_0pent_6653,-4.714,-2.663,2.051,0.170,-43887.754,-43882.032,-43889.428,-1.674,5.722
hc_c42h24_0pent_788,-5.249,-1.943,3.306,0.245,-43887.535,-43881.148,-43888.599,-1.065,6.387
hc_c38h22_0pent_661,-5.319,-1.987,3.333,0.135,-39712.947,-39706.599,-39713.937,-0.991,6.348
hc_c34h20_0pent_367,-5.312,-2.042,3.270,0.121,-35537.937,-35531.535,-35538.903,-0.966,6.402
hc_c42h24_0pent_2945,-5.350,-1.948,3.402,0.097,-43887.671,-43881.299,-43888.623,-0.952,6.372
hc_c34h20_0pent_26,-5.522,-1.761,3.761,0.058,-35537.252,-35530.636,-35537.956,-0.704,6.616
hc_c34h20_0pent_9,-5.433,-1.790,3.643,0.139,-35536.866,-35530.341,-35537.603,-0.736,6.525
hc_c38h22_0pent_426,-5.337,-1.956,3.381,0.057,-39712.771,-39706.376,-39713.693,-0.922,6.395
hc_c42h24_0pent_4745,-4.940,-2.349,2.591,0.300,-43887.663,-43881.620,-43888.903,-1.240,6.043
hc_c42h24_0pent_1837,-5.360,-1.948,3.412,0.173,-43887.972,-43881.597,-43888.879,-0.907,6.375
hc_c42h24_0pent_6313,-4.976,-2.418,2.558,0.315,-43888.224,-43882.227,-43889.650,-1.426,5.998
hc_c42h24_0pent_4886,-5.122,-2.204,2.918,0.071,-43888.136,-43881.957,-43889.294,-1.158,6.179
hc_c42h24_0pent_4714,-4.951,-2.396,2.555,0.138,-43887.672,-43881.691,-43889.054,-1.382,5.981
hc_c38h22_0pent_1368,-5.210,-2.188,3.022,0.039,-39713.121,-39706.813,-39714.241,-1.120,6.308
hc_c30h18_0pent_84,-5.726,-1.571,4.154,0.001,-31362.858,-31355.962,-31363.288,-0.430,6.896
hc_c42h24_0pent_456,-5.446,-1.844,3.603,0.451,-43887.008,-43880.566,-43887.925,-0.918,6.442
hc_c38h22_0pent_1296,-5.199,-2.180,3.019,0.042,-39713.151,-39706.850,-39714.252,-1.101,6.301
hc_c42h24_0pent_5363,-5.013,-2.292,2.721,0.099,-43887.989,-43881.978,-43889.305,-1.316,6.011
hc_c42h24_0pent_3595,-5.231,-2.102,3.128,0.194,-43888.488,-43882.288,-43889.650,-1.161,6.200
hc_c42h24_0pent_4155,-5.408,-1.893,3.515,0.142,-43887.959,-43881.576,-43888.903,-0.944,6.384
hc_c42h24_0pent_1039,-5.128,-2.164,2.964,0.282,-43887.561,-43881.425,-43888.747,-1.186,6.136
hc_c42h24_0pent_2113,-5.310,-1.979,3.332,0.165,-43888.254,-43881.953,-43889.266,-1.012,6.301
hc_c34h20_0pent_13,-5.502,-1.765,3.737,0.103,-35536.887,-35530.264,-35537.554,-0.667,6.623
hc_c42h24_0pent_2056,-5.375,-1.949,3.426,0.035,-43888.613,-43882.257,-43889.607,-0.994,6.357
hc_c42h24_0pent_2891,-5.253,-2.044,3.209,0.344,-43887.938,-43881.702,-43889.037,-1.099,6.236
hc_c42h24_0pent_6154,-5.011,-2.235,2.777,0.193,-43887.300,-43881.233,-43888.515,-1.215,6.067
hc_c42h24_0pent_5582,-5.076,-2.270,2.806,0.153,-43888.206,-43882.108,-43889.479,-1.273,6.098
hc_c42h24_0pent_2344,-5.425,-1.828,3.597,0.308,-43888.026,-43881.597,-43888.865,-0.838,6.429
hc_c42h24_0pent_2422,-5.214,-2.150,3.064,0.360,-43888.186,-43881.924,-43889.323,-1.137,6.262
hc_c42h24_0pent_6622,-4.710,-2.697,2.013,0.099,-43888.030,-43882.310,-43889.740,-1.710,5.720
hc_c42h24_0pent_3864,-5.136,-2.194,2.942,0.158,-43888.238,-43882.093,-43889.446,-1.208,6.145
hc_c38h22_0pent_776,-5.247,-1.963,3.284,0.172,-39712.005,-39705.678,-39712.906,-0.901,6.328
hc_c42h24_0pent_2221,-5.378,-1.936,3.441,0.263,-43887.961,-43881.589,-43888.957,-0.996,6.373
hc_c42h24_0pent_2245,-5.396,-1.855,3.540,0.118,-43888.098,-43881.701,-43888.992,-0.894,6.397
hc_c34h20_0pent_144,-5.363,-1.878,3.485,0.114,-35537.761,-35531.322,-35538.595,-0.834,6.439
hc_c42h24_0pent_5622,-5.099,-2.238,2.862,0.015,-43888.130,-43882.044,-43889.403,-1.273,6.087
hc_c42h24_0pent_2317,-5.319,-1.931,3.388,0.551,-43887.700,-43881.372,-43888.656,-0.957,6.327
hc_c38h22_0pent_356,-5.392,-1.846,3.546,0.132,-39712.782,-39706.346,-39713.607,-0.826,6.435
hc_c42h24_0pent_3627,-5.318,-2.006,3.311,0.212,-43888.680,-43882.358,-43889.717,-1.037,6.323
hc_c42h24_0pent_5387,-5.245,-2.090,3.155,0.109,-43888.212,-43881.977,-43889.300,-1.088,6.234
hc_c42h24_0pent_1478,-5.256,-1.981,3.275,0.087,-43887.630,-43881.365,-43888.637,-1.008,6.264
hc_c30h18_0pent_94,-5.392,-1.830,3.562,0.231,-31362.300,-31355.708,-31362.970,-0.670,6.592
hc_c42h24_0pent_5709,-5.077,-2.284,2.793,0.146,-43888.281,-43882.166,-43889.570,-1.289,6.115
hc_c42h24_0pent_6265,-4.827,-2.552,2.275,0.089,-43887.854,-43881.962,-43889.364,-1.510,5.892
hc_c42h24_0pent_807,-5.272,-1.956,3.316,0.205,-43887.272,-43881.049,-43888.146,-0.874,6.223
hc_c42h24_0pent_1360,-5.332,-1.969,3.363,0.103,-43888.045,-43881.708,-43889.027,-0.982,6.337
hc_c42h24_0pent_2152,-5.498,-1.846,3.652,0.209,-43888.086,-43881.595,-43888.971,-0.884,6.491
hc_c38h22_0pent_1364,-5.064,-2.256,2.808,0.016,-39712.630,-39706.552,-39713.896,-1.267,6.078
hc_c42h24_0pent_1783,-5.635,-1.697,3.938,0.029,-43888.692,-43882.055,-43889.421,-0.729,6.638
hc_c42h24_0pent_5229,-5.178,-2.172,3.006,0.017,-43888.588,-43882.425,-43889.786,-1.198,6.163
hc_c42h24_0pent_1560,-5.257,-1.945,3.312,0.173,-43887.447,-43881.123,-43888.365,-0.918,6.324
hc_c38h22_0pent_791,-5.417,-1.852,3.564,0.076,-39712.784,-39706.325,-39713.609,-0.825,6.459
hc_c38h22_0pent_235,-5.236,-2.014,3.223,0.277,-39712.258,-39705.777,-39713.189,-0.931,6.481
hc_c42h24_0pent_4654,-4.952,-2.239,2.712,0.316,-43887.123,-43881.022,-43888.315,-1.192,6.101
hc_c42h24_0pent_3765,-5.217,-2.035,3.182,0.220,-43887.627,-43881.408,-43888.694,-1.068,6.219
hc_c42h24_0pent_3005,-5.380,-1.948,3.432,0.105,-43888.513,-43882.149,-43889.517,-1.004,6.364
