molecule,augmented_lalas,lalas,n_rings,n_branching_points,n_secondary_branching_points,n_LAL,L_ratio,longest_L,longest_L_degeneracy,second_longest_L,A_ratio,A_ratio_insensitive,Aa_ratio,longest_A,longest_A_insensitive,longest_A_degeneracy,second_longest_A,second_longest_A_insensitive
hc_c42h24_0pent_3092,LAa()A(a)a,LAA()A(A)A,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,1,4,2,0,0
hc_c42h24_0pent_3093,LA()a()A()a,LA()A()A()A,10,3,0,0,0.1250,1,1,0,0.2500,0.5000,1.0000,1,4,1,0,0
hc_c42h24_0pent_3094,LAaA()A()A,LAAA()A()A,10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_3095,LAaA()a()a,LAAA()A()A,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3096,LAaA(A)A(),LAAA(A)A(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,2,1,0
hc_c42h24_0pent_3097,LAaA(a)A(),LAAA(A)A(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,4,2,1,0
hc_c42h24_0pent_3098,LA()aA()A(),LA()AA()A(),10,3,0,0,0.1250,1,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_3099,LAaA(a)aa,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,2,5,1,1,4
hc_c42h24_0pent_31,AAAA()aaa,AAAA()AAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,4,7,1,3,0
hc_c42h24_0pent_310,AAA()aAAa,AAA()AAAA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,3,7,1,2,0
hc_c42h24_0pent_3100,LAaA()aaa,LAAA()AAA,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,3,6,1,1,0
hc_c42h24_0pent_3101,LAaa(a)aa,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.1250,0.7500,0.2000,4,5,1,3,4
hc_c42h24_0pent_3102,AAA(L)AaA,AAA(L)AAA,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,4,6,1,1,0
hc_c42h24_0pent_3103,LA(a)aA()a,LA(A)AA()A,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,1,4,1,0,2
hc_c42h24_0pent_3104,A()A(L)AaA,A()A(L)AAA,10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_3105,AAa(L)aAa,AAA(L)AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_3106,LA()a(A)Aa,LA()A(A)AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,3
hc_c42h24_0pent_3107,LA()a(a)Aa,LA()A(A)AA,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,4,1,1,3
hc_c42h24_0pent_3108,LA()a()AA(),LA()A()AA(),10,3,0,0,0.1250,1,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_3109,LA(A)a()Aa,LA(A)A()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,4,1,1,2
hc_c42h24_0pent_3110,LA(a)a()Aa,LA(A)A()AA,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,1,4,1,0,2
hc_c42h24_0pent_3111,LA()aAA()A,LA()AAA()A,10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_3112,LA()aAa()a,LA()AAA()A,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3113,LA(A)aAA(),LA(A)AAA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,2
hc_c42h24_0pent_3114,LA(a)aAA(),LA(A)AAA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,4,1,1,2
hc_c42h24_0pent_3115,LA(A)aAaa,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,2
hc_c42h24_0pent_3116,LA(a)aAaa,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,2,5,1,1,2
hc_c42h24_0pent_3117,LA()a()Aaa,LA()A()AAA,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3118,LA()aAaaa,LA()AAAAA,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,3,6,1,1,0
hc_c42h24_0pent_3119,AAALaAaA,AAALAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,3,4,1,1,3
hc_c42h24_0pent_312,AA()A()aaA,AA()A()AAA,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,3,6,1,2,0
hc_c42h24_0pent_3120,A()LAa()Aa,A()LAA()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3121,A()LAaAA(),A()LAAAA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_3122,A()LAaAaa,A()LAAAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3123,A()LAaA()a,A()LAAA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3124,A()LA()aAa,A()LA()AAA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3125,AA()LaAaA,AA()LAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3126,Aa()LAaAa,AA()LAAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,4,1,0,2
hc_c42h24_0pent_3127,Aa()LaAaA,AA()LAAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,4,1,0,2
hc_c42h24_0pent_3128,AA()LAaAa,AA()LAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3129,ALaA(a)aA,ALAA(A)AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,4,1,0,3
hc_c42h24_0pent_313,A()A(a)aaA,A()A(A)AAA,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,2,5,1,1,3
hc_c42h24_0pent_3130,ALaA(A)aA,ALAA(A)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,3
hc_c42h24_0pent_3131,ALaA()aA(),ALAA()AA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3132,AALaA()aA,AALAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3133,ALaAaa()a,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,3,5,1,1,1
hc_c42h24_0pent_3134,ALaAaa()A,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3135,AALaAaA(),AALAAAA(),10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3136,AALaAaAA,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,5,1,1,2
hc_c42h24_0pent_3137,ALaA()aAA,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3138,ALaAaA()A,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3139,ALaAaAAA,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,3,6,1,1,1
hc_c42h24_0pent_3140,ALa()Aa()A,ALA()AA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3141,AALaAa()A,AALAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3142,ALaA()a()A,ALAA()A()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3143,ALaAa()A(),ALAAA()A(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3144,ALaAa()AA,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3145,ALaAA(A)A,ALAAA(A)A,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,3,4,2,1,1
hc_c42h24_0pent_3146,ALa(a)AaA,ALA(A)AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,4,1,1,2
hc_c42h24_0pent_3147,ALa(A)AaA,ALA(A)AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,4,1,0,2
hc_c42h24_0pent_3148,AALa()AaA,AALA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3149,ALa()A()aA,ALA()A()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_315,AA()AAaA(),AA()AAAA(),10,2,0,0,0.0000,0,11,0,0.6250,0.7500,0.2000,4,6,1,1,0
hc_c42h24_0pent_3150,ALa()AaA(),ALA()AAA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3151,ALa()AaAA,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3152,ALAa(A)Aa,ALAA(A)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,4,1,0,3
hc_c42h24_0pent_3153,ALAa(a)Aa,ALAA(A)AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,4,1,1,3
hc_c42h24_0pent_3154,ALAa()AA(),ALAA()AA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_3155,AALAa()Aa,AALAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3156,ALAaAA()A,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,3,5,1,1,1
hc_c42h24_0pent_3157,ALAaAA()a,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3158,AALAaAA(),AALAAAA(),10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,2,4,1,1,2
hc_c42h24_0pent_3159,AALAaAaa,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,5,1,1,2
hc_c42h24_0pent_316,AA()AaaAA,AA()AAAAA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,3,7,1,2,0
hc_c42h24_0pent_3160,ALAa()Aaa,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3161,ALAaAa()a,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3162,ALAaAaaa,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,3,6,1,1,1
hc_c42h24_0pent_3163,ALA()aA()a,ALA()AA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3164,AALAaA()a,AALAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3165,ALAa()A()a,ALAA()A()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3166,ALAaA()A(),ALAAA()A(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_3167,ALAaA()aa,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3168,ALAaA(a)a,ALAAA(A)A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,4,2,0,1
hc_c42h24_0pent_3169,ALA(A)aAa,ALA(A)AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_317,AA()aAAaa,AA()AAAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3170,ALA(a)aAa,ALA(A)AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,4,1,0,2
hc_c42h24_0pent_3171,AALA()aAa,AALA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_3172,ALA()a()Aa,ALA()A()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,1
hc_c42h24_0pent_3173,ALA()aAA(),ALA()AAA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_3174,ALA()aAaa,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_3175,AAALAaAa,AAALAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,3,4,1,1,3
hc_c42h24_0pent_3176,LAA(Aa)AA,LAA(AA)AA,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,4,4,2,3,0
hc_c42h24_0pent_3177,LAA(Aa)Aa,LAA(AA)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,3,4,2,1,0
hc_c42h24_0pent_3178,LAa(A())Aa,LAA(A())AA,10,2,1,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,3
hc_c42h24_0pent_3179,LAA(Aa)aA,LAA(AA)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,3,4,2,2,0
hc_c42h24_0pent_318,AAaaA()A(),AAAAA()A(),10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,2,6,1,0,0
hc_c42h24_0pent_3180,LAA(Aa)aa,LAA(AA)AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,3,4,2,2,0
hc_c42h24_0pent_3182,LAa(A)AA(),LAA(A)AA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,2,4,1,1,3
hc_c42h24_0pent_3184,LAaAA()AA,LAAAA()AA,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,4,6,1,1,0
hc_c42h24_0pent_3185,LAaAA(A)a,LAAAA(A)A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,3,5,2,2,0
hc_c42h24_0pent_3186,LAaAA(a)a,LAAAA(A)A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,2,1,0
hc_c42h24_0pent_3187,LAaA()A()a,LAAA()A()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3188,LA()aAA()a,LA()AAA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3189,LAa()AA()a,LAA()AA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_319,AA()aaAA(),AA()AAAA(),10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,2,6,1,0,0
hc_c42h24_0pent_3190,LAaAA()A(),LAAAA()A(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_3191,LAaAA()aa,LAAAA()AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_3192,LAaAaAAA,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,3,7,1,1,0
hc_c42h24_0pent_3193,LAAaAaAL,LAAAAAAL,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3194,LAaAaAAa,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3195,LAa()AaAA,LAA()AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3196,LAaA()aAL,LAAA()AAL,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3197,LAaAaA()L,LAAAAA()L,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3198,LAaAaALa,LAAAAALA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,1,5,1,0,1
hc_c42h24_0pent_3199,LAaAaALA,LAAAAALA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_32,AAAAAa()A,AAAAAA()A,10,1,0,0,0.0000,0,10,0,0.7500,0.8750,0.1667,5,7,1,1,0
hc_c42h24_0pent_320,AAAaaAA(),AAAAAAA(),10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,3,7,1,2,0
hc_c42h24_0pent_3200,LAaAa()AL,LAAAA()AL,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3201,LAaAaA()a,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3202,LAaA()aAa,LAAA()AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3203,LA()aAaAa,LA()AAAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3204,ALaAaAaA,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,1,6,1,0,1
hc_c42h24_0pent_3205,ALAaAaAa,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,1,6,1,0,1
hc_c42h24_0pent_3206,LAa()AaAa,LAA()AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3207,LAaAa()Aa,LAAAA()AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3208,LAaAaAA(),LAAAAAA(),10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3209,LAaAaAaA,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,1,7,1,0,0
hc_c42h24_0pent_321,AAAaAaaA,AAAAAAAA,10,0,0,0,0.0000,0,9,0,0.6250,1.0000,0.6000,3,8,1,2,0
hc_c42h24_0pent_3210,LAaAaAaL,LAAAAAAL,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_3211,LAaAaAaa,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3212,LAa()AaA(),LAA()AAA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3213,LAaAa()A(),LAAAA()A(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3214,LAaAaA()A,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3215,LAaAaa()A,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_3216,LAaAaa()a,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.2500,0.7500,0.5000,3,6,1,1,0
hc_c42h24_0pent_3217,LA()aA()aA,LA()AA()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3218,LAa()A()aA,LAA()A()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3219,LAaA()a()A,LAAA()A()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_322,AaaAaAAa,AAAAAAAA,10,0,0,0,0.0000,0,9,0,0.5000,1.0000,1.0000,2,8,1,1,0
hc_c42h24_0pent_3220,LAaA()aAA,LAAA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3221,LAaA()aA(),LAAA()AA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3222,LAaA(A)aA,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,4
hc_c42h24_0pent_3223,LAaA(a)aA,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,4
hc_c42h24_0pent_3224,LA(A)aAaA,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,2
hc_c42h24_0pent_3225,LA(a)aAaA,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,2
hc_c42h24_0pent_3226,LA()a()AaA,LA()A()AAA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3227,LA()aAa()A,LA()AAA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3228,LA()aAaAA,LA()AAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3229,LA()aAaA(),LA()AAAA(),10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_323,AA()aAaaA,AA()AAAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3230,AALaAaAa,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,5,1,1,2
hc_c42h24_0pent_3231,A()LAaAaA,A()LAAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_3232,ALaA()aAa,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,1
hc_c42h24_0pent_3233,ALaAaA()a,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,1
hc_c42h24_0pent_3234,ALaAaAaa,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,2,6,1,1,1
hc_c42h24_0pent_3235,ALaAaAA(),ALAAAAA(),10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_3236,ALaAa()Aa,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,1
hc_c42h24_0pent_3237,ALa()AaAa,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,1,5,1,0,1
hc_c42h24_0pent_3238,ALAa()AaA,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_3239,ALAaAa()A,ALAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_324,AAaA()aaA,AAAA()AAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3240,ALAaAaAA,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,6,1,1,1
hc_c42h24_0pent_3241,ALAaAaA(),ALAAAAA(),10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_3242,ALAaA()aA,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_3243,ALA()aAaA,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,1
hc_c42h24_0pent_3244,AALAaAaA,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,5,1,1,2
hc_c42h24_0pent_3245,LAa(A)AaA,LAA(A)AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,1,5,1,0,3
hc_c42h24_0pent_3246,LAa(a)AaA,LAA(A)AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,3
hc_c42h24_0pent_3247,LAa()Aa()A,LAA()AA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,5,1,0,0
hc_c42h24_0pent_3248,LAaAA(A)A,LAAAA(A)A,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,3,5,2,1,0
hc_c42h24_0pent_3249,LAaAa()AA,LAAAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_325,A()AAaAaa,A()AAAAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,3,7,1,2,0
hc_c42h24_0pent_3250,LAaA(A)aL,LAAA(A)AL,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,4,2,1,0
hc_c42h24_0pent_3251,LAaA(a)aL,LAAA(A)AL,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,1,4,2,0,0
hc_c42h24_0pent_3252,LAa()Aa()L,LAA()AA()L,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,4,1,0,0
hc_c42h24_0pent_3253,LAa()A()aL,LAA()A()AL,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,4,1,0,0
hc_c42h24_0pent_3254,LAaAA(L)A,LAAAA(L)A,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_3255,LA(L)AaAL,LA(L)AAAL,10,1,0,0,0.3750,1,3,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_3256,LAaAA(L)a,LAAAA(L)A,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,5,1,1,0
